Municipality,ref: ISTAT,Waste type,Quantity,category
Dro,4022079,Textiles (t),1.485,6
Faedo,4022080,Textiles (t),2.803,6
Fai della Paganella,4022081,Textiles (t),6.609,6
Fiave,4022083,Textiles (t),1.687,6
Fierozzo,4022085,Textiles (t),1.795,6
Folgaria,4022087,Textiles (t),10.34,6
Fondo,4022088,Textiles (t),4.562,6
Fornace,4022089,Textiles (t),4.787,6
Frassilongo,4022090,Textiles (t),1.52,6
Garniga Terme,4022091,Textiles (t),1.813,6
Giovo,4022092,Textiles (t),10.31,6
Giustino,4022093,Textiles (t),1.719,6
Grigno,4022095,Textiles (t),0.602,6
Imer,4022097,Textiles (t),0.38,6
Isera,4022098,Textiles (t),2.904,6
Lavarone,4022102,Textiles (t),3.59,6
Lavis,4022103,Textiles (t),36.613,6
Ledro,4022229,Textiles (t),2.156,6
Levico Terme,4022104,Textiles (t),39.032,6
Livo,4022106,Textiles (t),2.071,6
Lona-Lases,4022108,Textiles (t),3.485,6
Luserna,4022109,Textiles (t),1.65,6
Madruzzo,4022243,Textiles (t),11.906,6
Male,4022110,Textiles (t),6.354,6
Malosco,4022111,Textiles (t),1.676,6
Massimeno,4022112,Textiles (t),0.221,6
Mazzin,4022113,Textiles (t),1.63,6
Mezzana,4022114,Textiles (t),1.495,6
Mezzano,4022115,Textiles (t),0.529,6
Mezzocorona,4022116,Textiles (t),22.321,6
Mezzolombardo,4022117,Textiles (t),28.849,6
Moena,4022118,Textiles (t),9.03,6
Molveno,4022120,Textiles (t),10.463,6
Mori,4022123,Textiles (t),10.709,6
Nago-Torbole,4022124,Textiles (t),1.407,6
Nave San Rocco,4022126,Textiles (t),5.514,6
Nogaredo,4022127,Textiles (t),2.414,6
Nomi,4022128,Textiles (t),7.909,6
Novaledo,4022129,Textiles (t),0.358,6
Ospedaletto,4022130,Textiles (t),0.258,6
Ossana,4022131,Textiles (t),2.528,6
Palu del Fersina,4022133,Textiles (t),0.666,6
Panchia ,4022134,Textiles (t),2.539,6
Peio,4022136,Textiles (t),2.4,6
Pellizzano,4022137,Textiles (t),2.201,6
Pelugo,4022138,Textiles (t),0.594,6
Pergine Valsugana,4022139,Textiles (t),79.074,6
Pieve Di Bono-Prezzo,4022234,Textiles (t),2.116,6
Pieve Tesino,4022142,Textiles (t),0.109,6
Pinzolo,4022143,Textiles (t),12.19,6
Pomarolo,4022144,Textiles (t),3.097,6
Porte Di Rendena,4022244,Textiles (t),2.704,6
Predaia,4022230,Textiles (t),19.187,6
Predazzo,4022147,Textiles (t),14.75,6
Primiero San Martino Di Castrozza,4022245,Textiles (t),2.547,6
Rabbi,4022150,Textiles (t),1.523,6
Revo,4022152,Textiles (t),3.286,6
Riva del Garda,4022153,Textiles (t),6.259,6
Romallo,4022154,Textiles (t),1.607,6
Romeno,4022155,Textiles (t),4.208,6
Roncegno Terme,4022156,Textiles (t),0.999,6
Ronchi Valsugana,4022157,Textiles (t),0.15,6
Ronzo-Chienis,4022135,Textiles (t),5.04,6
Ronzone,4022159,Textiles (t),2.081,6
Rovere della Luna,4022160,Textiles (t),6.749,6
Rovereto,4022161,Textiles (t),76.916,6
Ruffre-Mendola,4022162,Textiles (t),1.594,6
Rumo,4022163,Textiles (t),2.394,6
Sagron Mis,4022164,Textiles (t),0.066,6
Samone,4022165,Textiles (t),0.127,6
San Lorenzo Dorsino,4022231,Textiles (t),2.835,6
San Michele all\'Adige,4022167,Textiles (t),13.041,6
Sant\'Orsola Terme,4022168,Textiles (t),4.118,6
Sanzeno,4022169,Textiles (t),2.478,6
Sarnonico,4022170,Textiles (t),2.565,6
Scurelle,4022171,Textiles (t),0.048,6
Segonzano,4022172,Textiles (t),6.3,6
Sella Giudicarie,4022246,Textiles (t),4.885,6
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Textiles (t),7.29,6
Sfruz,4022173,Textiles (t),1.296,6
Soraga,4022176,Textiles (t),0.88,6
Sover,4022177,Textiles (t),3.509,6
Spiazzo,4022179,Textiles (t),2.607,6
Spormaggiore,4022180,Textiles (t),5.49,6
Sporminore,4022181,Textiles (t),1.829,6
Stenico,4022182,Textiles (t),2.189,6
Storo,4022183,Textiles (t),6.624,6
Strembo,4022184,Textiles (t),1.255,6
Telve,4022188,Textiles (t),0.365,6
Telve di Sopra,4022189,Textiles (t),0.118,6
Tenna,4022190,Textiles (t),4.067,6
Tenno,4022191,Textiles (t),0.64,6
Terragnolo,4022193,Textiles (t),1.65,6
Terzolas,4022195,Textiles (t),1.536,6
Tesero,4022196,Textiles (t),9.406,6
Tione di Trento,4022199,Textiles (t),5.348,6
Ton,4022200,Textiles (t),3.354,6
Torcegno,4022202,Textiles (t),0.117,6
Trambileno,4022203,Textiles (t),7.69,6
Tre Ville,4022247,Textiles (t),3.241,6
Trento,4022205,Textiles (t),387.59,6
Valdaone,4022232,Textiles (t),1.806,6
Valfloriana,4022209,Textiles (t),1.205,6
Vallarsa,4022210,Textiles (t),6.95,6
Vallelaghi,4022248,Textiles (t),20.821,6
Varena,4022211,Textiles (t),2.791,6
Vermiglio,4022213,Textiles (t),5.089,6
Vignola-Falesina,4022216,Textiles (t),0.917,6
Villa d\'Anaunia,4022249,Textiles (t),12.47,6
Villa Lagarina,4022222,Textiles (t),8.616,6
Volano,4022224,Textiles (t),7.96,6
Zambana,4022225,Textiles (t),6.974,6
Ziano di Fiemme,4022226,Textiles (t),5.721,6
Ala,4022001,Textiles (t),26.49,6
Albiano,4022002,Textiles (t),8.461,6
Aldeno,4022003,Textiles (t),17.891,6
Altavalle,4022235,Textiles (t),9.929,6
Altopiano Della Vigolana,4022236,Textiles (t),17.12,6
Amblar-Don,4022237,Textiles (t),2.269,6
Andalo,4022005,Textiles (t),23.754,6
Arco,4022006,Textiles (t),4.203,6
Avio,4022007,Textiles (t),13.49,6
Baselga di Pine,4022009,Textiles (t),19.28,6
Bedollo,4022011,Textiles (t),5.31,6
Besenello,4022013,Textiles (t),9.398,6
Bieno,4022015,Textiles (t),0.113,6
Bleggio Superiore,4022017,Textiles (t),2.446,6
Bocenago,4022018,Textiles (t),0.744,6
Bondone,4022021,Textiles (t),0.99,6
Borgo Chiese,4022238,Textiles (t),2.834,6
Borgo Lares,4022239,Textiles (t),1.039,6
Borgo Valsugana,4022022,Textiles (t),1.58,6
Brentonico,4022025,Textiles (t),8.14,6
Bresimo,4022026,Textiles (t),0.932,6
Brez,4022027,Textiles (t),2.78,6
Caderzone Terme,4022029,Textiles (t),1.45,6
Cagno,4022030,Textiles (t),1.162,6
Calceranica al Lago,4022032,Textiles (t),9.19,6
Caldes,4022033,Textiles (t),2.122,6
Caldonazzo,4022034,Textiles (t),17.48,6
Calliano,4022035,Textiles (t),13.052,6
Campodenno,4022037,Textiles (t),5.265,6
Canal San Bovo,4022038,Textiles (t),3.379,6
Canazei,4022039,Textiles (t),4.92,6
Capriana,4022040,Textiles (t),1.655,6
Carano,4022041,Textiles (t),5.114,6
Carisolo,4022042,Textiles (t),2.951,6
Carzano,4022043,Textiles (t),0.118,6
Castel Condino,4022045,Textiles (t),0.346,6
Castel Ivano,4022240,Textiles (t),0.745,6
Castelfondo,4022046,Textiles (t),2.328,6
Castello Tesino,4022048,Textiles (t),0.332,6
Castello-Molina di Fiemme,4022047,Textiles (t),7.126,6
Castelnuovo,4022049,Textiles (t),0.237,6
Cavalese,4022050,Textiles (t),14.978,6
Cavareno,4022051,Textiles (t),4.888,6
Cavedago,4022052,Textiles (t),3.828,6
Cavedine,4022053,Textiles (t),17.556,6
Cavizzana,4022054,Textiles (t),0.472,6
Cembra Lisignago,4022241,Textiles (t),13.728,6
Cimone,4022058,Textiles (t),4.02,6
Cinte Tesino,4022059,Textiles (t),0.093,6
Cis,4022060,Textiles (t),1.121,6
Civezzano,4022061,Textiles (t),12.98,6
Cles,4022062,Textiles (t),24.332,6
Cloz,4022063,Textiles (t),2.355,6
Comano Terme,4022228,Textiles (t),5.265,6
Commezzadura,4022064,Textiles (t),1.975,6
Conta\',4022242,Textiles (t),5.046,6
Croviana,4022068,Textiles (t),1.905,6
Daiano,4022070,Textiles (t),2.17,6
Dambel,4022071,Textiles (t),1.515,6
Denno,4022074,Textiles (t),4.336,6
Dimaro Folgarida,4022233,Textiles (t),3.64,6
Drena,4022078,Textiles (t),0.13,6
Dro,4022079,Textiles (t),1.115,6
Faedo,4022080,Textiles (t),3.992,6
Fai della Paganella,4022081,Textiles (t),9.062,6
Fiave,4022083,Textiles (t),1.596,6
Fierozzo,4022085,Textiles (t),1.34,6
Folgaria,4022087,Textiles (t),11.72,6
Fondo,4022088,Textiles (t),6.153,6
Fornace,4022089,Textiles (t),4.23,6
Frassilongo,4022090,Textiles (t),1.13,6
Garniga Terme,4022091,Textiles (t),2.467,6
Giovo,4022092,Textiles (t),14.539,6
Giustino,4022093,Textiles (t),1.66,6
Grigno,4022095,Textiles (t),0.477,6
Imer,4022097,Textiles (t),2.568,6
Isera,4022098,Textiles (t),3.12,6
Lavarone,4022102,Textiles (t),3.13,6
Lavis,4022103,Textiles (t),52.249,6
Ledro,4022229,Textiles (t),1.603,6
Levico Terme,4022104,Textiles (t),21.54,6
Livo,4022106,Textiles (t),2.797,6
Lona-Lases,4022108,Textiles (t),5.052,6
Luserna,4022109,Textiles (t),1.54,6
Madruzzo,4022243,Textiles (t),16.808,6
Male,4022110,Textiles (t),4.532,6
Malosco,4022111,Textiles (t),2.259,6
Massimeno,4022112,Textiles (t),0.225,6
Mazzin,4022113,Textiles (t),1.86,6
Mezzana,4022114,Textiles (t),1.772,6
Mezzano,4022115,Textiles (t),3.592,6
Mezzocorona,4022116,Textiles (t),31.755,6
Mezzolombardo,4022117,Textiles (t),41.548,6
Moena,4022118,Textiles (t),10.06,6
Molveno,4022120,Textiles (t),14.965,6
Mori,4022123,Textiles (t),23.55,6
Nago-Torbole,4022124,Textiles (t),1.047,6
Nogaredo,4022127,Textiles (t),3.365,6
Nomi,4022128,Textiles (t),8.546,6
Novaledo,4022129,Textiles (t),0.247,6
Ospedaletto,4022130,Textiles (t),0.176,6
Ossana,4022131,Textiles (t),3.774,6
Palu del Fersina,4022133,Textiles (t),0.5,6
Panchia ,4022134,Textiles (t),2.745,6
Peio,4022136,Textiles (t),2.784,6
Pellizzano,4022137,Textiles (t),2.809,6
Pelugo,4022138,Textiles (t),0.616,6
Pergine Valsugana,4022139,Textiles (t),118.99,6
Pieve Di Bono-Prezzo,4022234,Textiles (t),2.046,6
Pieve Tesino,4022142,Textiles (t),0.193,6
Pinzolo,4022143,Textiles (t),11.887,6
Pomarolo,4022144,Textiles (t),4.076,6
Porte Di Rendena,4022244,Textiles (t),2.62,6
Predaia,4022230,Textiles (t),25.795,6
Predazzo,4022147,Textiles (t),15.96,6
Primiero San Martino Di Castrozza,4022245,Textiles (t),17.38,6
Rabbi,4022150,Textiles (t),3.752,6
Revo,4022152,Textiles (t),4.429,6
Riva del Garda,4022153,Textiles (t),4.686,6
Romallo,4022154,Textiles (t),2.167,6
Romeno,4022155,Textiles (t),5.694,6
Roncegno Terme,4022156,Textiles (t),0.707,6
Ronchi Valsugana,4022157,Textiles (t),0.105,6
Ronzo-Chienis,4022135,Textiles (t),6.54,6
Ronzone,4022159,Textiles (t),2.801,6
Rovere della Luna,4022160,Textiles (t),9.385,6
Rovereto,4022161,Textiles (t),132.47,6
Ruffre-Mendola,4022162,Textiles (t),2.149,6
Rumo,4022163,Textiles (t),3.25,6
Sagron Mis,4022164,Textiles (t),0.441,6
Samone,4022165,Textiles (t),0.125,6
San Lorenzo Dorsino,4022231,Textiles (t),2.758,6
San Michele all\'Adige,4022167,Textiles (t),18.566,6
Sant\'Orsola Terme,4022168,Textiles (t),3.07,6
Sanzeno,4022169,Textiles (t),3.294,6
Sarnonico,4022170,Textiles (t),3.466,6
Scurelle,4022171,Textiles (t),0.316,6
Segonzano,4022172,Textiles (t),8.767,6
Sella Giudicarie,4022246,Textiles (t),4.679,6
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Textiles (t),7.79,6
Sfruz,4022173,Textiles (t),1.786,6
Soraga,4022176,Textiles (t),0.93,6
Sover,4022177,Textiles (t),4.899,6
Spiazzo,4022179,Textiles (t),2.518,6
Spormaggiore,4022180,Textiles (t),7.763,6
Sporminore,4022181,Textiles (t),2.461,6
Stenico,4022182,Textiles (t),2.168,6
Storo,4022183,Textiles (t),6.434,6
Strembo,4022184,Textiles (t),0.876,6
Telve,4022188,Textiles (t),0.438,6
Telve di Sopra,4022189,Textiles (t),0.133,6
Tenna,4022190,Textiles (t),2.24,6
Tenno,4022191,Textiles (t),0.476,6
Terragnolo,4022193,Textiles (t),2.12,6
Terre d\'Adige,4022251,Textiles (t),17.38,6
Terzolas,4022195,Textiles (t),1.596,6
Tesero,4022196,Textiles (t),10.221,6
Tione di Trento,4022199,Textiles (t),5.194,6
Ton,4022200,Textiles (t),4.532,6
Torcegno,4022202,Textiles (t),0.155,6
Trambileno,4022203,Textiles (t),8.67,6
Tre Ville,4022247,Textiles (t),3.18,6
Trento,4022205,Textiles (t),447.92,6
Valdaone,4022232,Textiles (t),1.758,6
Valfloriana,4022209,Textiles (t),1.306,6
Vallarsa,4022210,Textiles (t),8.63,6
Vallelaghi,4022248,Textiles (t),29.731,6
Varena,4022211,Textiles (t),2.986,6
Vermiglio,4022213,Textiles (t),4.317,6
Vignola-Falesina,4022216,Textiles (t),1.38,6
Villa d\'Anaunia,4022249,Textiles (t),16.698,6
Villa Lagarina,4022222,Textiles (t),13.303,6
Volano,4022224,Textiles (t),10.63,6
Ziano di Fiemme,4022226,Textiles (t),6.189,6
Ala,4022001,Textiles (t),40.16,6
Albiano,4022002,Textiles (t),8.259,6
Aldeno,4022003,Textiles (t),17.513,6
Altavalle,4022235,Textiles (t),9.456,6
Altopiano Della Vigolana,4022236,Textiles (t),18.18,6
Amblar-Don,4022237,Textiles (t),1.799,6
Andalo,4022005,Textiles (t),19.085,6
Arco,4022006,Textiles (t),12.699,6
Avio,4022007,Textiles (t),12.03,6
Baselga di Pine,4022009,Textiles (t),17.439,6
Bedollo,4022011,Textiles (t),4.791,6
Besenello,4022013,Textiles (t),7.707,6
Bieno,4022015,Textiles (t),0.184,6
Bleggio Superiore,4022017,Textiles (t),2.485,6
Bocenago,4022018,Textiles (t),0.72,6
Bondone,4022021,Textiles (t),0.971,6
Borgo Chiese,4022238,Textiles (t),2.882,6
Borgo d\'Anaunia,4022252,Textiles (t),8.345,6
Borgo Lares,4022239,Textiles (t),1.076,6
Borgo Valsugana,4022022,Textiles (t),2.677,6
Brentonico,4022025,Textiles (t),7.77,6
Bresimo,4022026,Textiles (t),0.743,6
Caderzone Terme,4022029,Textiles (t),1.367,6
Calceranica al Lago,4022032,Textiles (t),8.303,6
Caldes,4022033,Textiles (t),3.148,6
Caldonazzo,4022034,Textiles (t),15.847,6
Calliano,4022035,Textiles (t),14.411,6
Campodenno,4022037,Textiles (t),4.247,6
Canal San Bovo,4022038,Textiles (t),5.037,6
Canazei,4022039,Textiles (t),5.62,6
Capriana,4022040,Textiles (t),1.687,6
Carisolo,4022042,Textiles (t),2.586,6
Carzano,4022043,Textiles (t),0.2,6
Castel Condino,4022045,Textiles (t),0.344,6
Castel Ivano,4022240,Textiles (t),1.261,6
Castello Tesino,4022048,Textiles (t),0.543,6
Castello-Molina di Fiemme,4022047,Textiles (t),7.025,6
Castelnuovo,4022049,Textiles (t),0.412,6
Cavalese,4022050,Textiles (t),14.369,6
Cavareno,4022051,Textiles (t),3.808,6
Cavedago,4022052,Textiles (t),3.536,6
Cavedine,4022053,Textiles (t),16.675,6
Cavizzana,4022054,Textiles (t),0.564,6
Cembra Lisignago,4022241,Textiles (t),12.72,6
Cimone,4022058,Textiles (t),3.933,6
Cinte Tesino,4022059,Textiles (t),0.152,6
Cis,4022060,Textiles (t),0.908,6
Civezzano,4022061,Textiles (t),12.722,6
Cles,4022062,Textiles (t),20.08,6
Comano Terme,4022228,Textiles (t),4.955,6
Commezzadura,4022064,Textiles (t),3.086,6
Conta\',4022242,Textiles (t),4.065,6
Croviana,4022068,Textiles (t),2.02,6
Dambel,4022071,Textiles (t),1.229,6
Denno,4022074,Textiles (t),3.417,6
Dimaro Folgarida,4022233,Textiles (t),4.934,6
Drena,4022078,Textiles (t),0.4,6
Dro,4022079,Textiles (t),3.459,6
Fai della Paganella,4022081,Textiles (t),8.014,6
Fiave,4022083,Textiles (t),1.608,6
Fierozzo,4022085,Textiles (t),1.279,6
Folgaria,4022087,Textiles (t),9.39,6
Fornace,4022089,Textiles (t),4.088,6
Frassilongo,4022090,Textiles (t),1.009,6
Garniga Terme,4022091,Textiles (t),2.252,6
Giovo,4022092,Textiles (t),14.102,6
Giustino,4022093,Textiles (t),1.469,6
Grigno,4022095,Textiles (t),0.798,6
Imer,4022097,Textiles (t),3.925,6
Isera,4022098,Textiles (t),3.208,6
Lavarone,4022102,Textiles (t),2.19,6
Lavis,4022103,Textiles (t),49.83,6
Ledro,4022229,Textiles (t),4.787,6
Levico Terme,4022104,Textiles (t),24.858,6
Livo,4022106,Textiles (t),2.257,6
Lona-Lases,4022108,Textiles (t),4.788,6
Luserna,4022109,Textiles (t),1.06,6
Madruzzo,4022243,Textiles (t),16.104,6
Male,4022110,Textiles (t),5.71,6
Massimeno,4022112,Textiles (t),0.23,6
Mazzin,4022113,Textiles (t),1.93,6
Mezzana,4022114,Textiles (t),2.44,6
Mezzano,4022115,Textiles (t),5.518,6
Mezzocorona,4022116,Textiles (t),30.478,6
Mezzolombardo,4022117,Textiles (t),40.026,6
Moena,4022118,Textiles (t),9.69,6
Molveno,4022120,Textiles (t),12.377,6
Mori,4022123,Textiles (t),17.14,6
Nago-Torbole,4022124,Textiles (t),2.581,6
Nogaredo,4022127,Textiles (t),2.754,6
Nomi,4022128,Textiles (t),10.95,6
Novaledo,4022129,Textiles (t),0.423,6
Novella,4022253,Textiles (t),10.348,6
Ospedaletto,4022130,Textiles (t),0.301,6
Ossana,4022131,Textiles (t),2.8,6
Palu del Fersina,4022133,Textiles (t),0.449,6
Panchia ,4022134,Textiles (t),2.679,6
Peio,4022136,Textiles (t),2.81,6
Pellizzano,4022137,Textiles (t),2.62,6
Pelugo,4022138,Textiles (t),0.608,6
Pergine Valsugana,4022139,Textiles (t),103.548,6
Pieve Di Bono-Prezzo,4022234,Textiles (t),2.071,6
Pieve Tesino,4022142,Textiles (t),0.31,6
Pinzolo,4022143,Textiles (t),9.798,6
Pomarolo,4022144,Textiles (t),3.52,6
Porte Di Rendena,4022244,Textiles (t),2.614,6
Predaia,4022230,Textiles (t),20.976,6
Predazzo,4022147,Textiles (t),15.384,6
Primiero San Martino Di Castrozza,4022245,Textiles (t),23.781,6
Rabbi,4022150,Textiles (t),4.74,6
Riva del Garda,4022153,Textiles (t),13.565,6
Romeno,4022155,Textiles (t),4.439,6
Roncegno Terme,4022156,Textiles (t),1.151,6
Ronchi Valsugana,4022157,Textiles (t),0.186,6
Ronzo-Chienis,4022135,Textiles (t),5.59,6
Ronzone,4022159,Textiles (t),2.056,6
Rovere della Luna,4022160,Textiles (t),8.982,6
Rovereto,4022161,Textiles (t),144.942,6
Ruffre-Mendola,4022162,Textiles (t),1.651,6
Rumo,4022163,Textiles (t),2.562,6
Sagron Mis,4022164,Textiles (t),0.628,6
Samone,4022165,Textiles (t),0.214,6
San Lorenzo Dorsino,4022231,Textiles (t),2.77,6
San Michele all\'Adige,4022167,Textiles (t),21.724,6
Sant\'Orsola Terme,4022168,Textiles (t),2.833,6
Sanzeno,4022169,Textiles (t),2.618,6
Sarnonico,4022170,Textiles (t),2.699,6
Scurelle,4022171,Textiles (t),0.53,6
Segonzano,4022172,Textiles (t),8.188,6
Sella Giudicarie,4022246,Textiles (t),4.526,6
Sen Jan di Fassa-San Giovanni di Fassa,4022250,Textiles (t),7.45,6
Sfruz,4022173,Textiles (t),1.361,6
Soraga,4022176,Textiles (t),0.7,6
Sover,4022177,Textiles (t),4.488,6
Spiazzo,4022179,Textiles (t),2.464,6
Spormaggiore,4022180,Textiles (t),7.301,6
Sporminore,4022181,Textiles (t),2.003,6
Stenico,4022182,Textiles (t),2.044,6
Storo,4022183,Textiles (t),6.577,6
Strembo,4022184,Textiles (t),0.917,6
Telve,4022188,Textiles (t),0.742,6
Telve di Sopra,4022189,Textiles (t),0.228,6
Tenna,4022190,Textiles (t),2.682,6
Tenno,4022191,Textiles (t),1.474,6
Terragnolo,4022193,Textiles (t),2.48,6
Terre d\'Adige,4022251,Textiles (t),16.686,6
Terzolas,4022195,Textiles (t),2.518,6
Tesero,4022196,Textiles (t),9.571,6
Tione di Trento,4022199,Textiles (t),5.342,6
Ton,4022200,Textiles (t),3.744,6
Torcegno,4022202,Textiles (t),0.268,6
Trambileno,4022203,Textiles (t),7.0,6
Tre Ville,4022247,Textiles (t),2.786,6
Trento,4022205,Textiles (t),461.33,6
Valdaone,4022232,Textiles (t),1.774,6
Valfloriana,4022209,Textiles (t),1.306,6
Vallarsa,4022210,Textiles (t),8.34,6
Vallelaghi,4022248,Textiles (t),28.753,6
Vermiglio,4022213,Textiles (t),4.37,6
Vignola-Falesina,4022216,Textiles (t),1.173,6
Villa d\'Anaunia,4022249,Textiles (t),13.447,6
Villa Lagarina,4022222,Textiles (t),10.096,6
Ville di Fiemme,4022254,Textiles (t),9.872,6
Volano,4022224,Textiles (t),9.2,6
Ziano di Fiemme,4022226,Textiles (t),6.017,6
Ala,4022001,Textiles (t),29.9,6
Albiano,4022002,Textiles (t),8.175,6
Aldeno,4022003,Textiles (t),17.336,6
Altavalle,4022235,Textiles (t),9.36,6
Altopiano Della Vigolana,4022236,Textiles (t),20.191,6
Amblar-Don,4022237,Textiles (t),2.2,6
Andalo,4022005,Textiles (t),18.892,6
Arco,4022006,Textiles (t),15.582,6
Avio,4022007,Textiles (t),11.37,6
Baselga di Pine,4022009,Textiles (t),23.329,6
Bedollo,4022011,Textiles (t),6.294,6
Besenello,4022013,Textiles (t),7.274,6
Bieno,4022015,Textiles (t),0.187,6
Bleggio Superiore,4022017,Textiles (t),2.116,6
Bocenago,4022018,Textiles (t),0.613,6
Bondone,4022021,Textiles (t),0.827,6
Borgo Chiese,4022238,Textiles (t),2.455,6
Borgo d\'Anaunia,4022252,Textiles (t),10.206,6
Borgo Lares,4022239,Textiles (t),0.916,6
Borgo Valsugana,4022022,Textiles (t),2.729,6
Brentonico,4022025,Textiles (t),7.01,6
Bresimo,4022026,Textiles (t),0.909,6
Caderzone Terme,4022029,Textiles (t),1.165,6
Calceranica al Lago,4022032,Textiles (t),7.709,6
Caldes,4022033,Textiles (t),2.795,6
Caldonazzo,4022034,Textiles (t),15.972,6
Calliano,4022035,Textiles (t),6.936,6
Campodenno,4022037,Textiles (t),5.193,6
Canal San Bovo,4022038,Textiles (t),5.541,6
Canazei,4022039,Textiles (t),5.76,6
Capriana,4022040,Textiles (t),1.82,6
Carisolo,4022042,Textiles (t),2.203,6
Carzano,4022043,Textiles (t),0.204,6
Castel Condino,4022045,Textiles (t),0.293,6
Castel Ivano,4022240,Textiles (t),1.285,6
Castello Tesino,4022048,Textiles (t),0.553,6
Castello-Molina di Fiemme,4022047,Textiles (t),7.577,6
Castelnuovo,4022049,Textiles (t),0.42,6
Cavalese,4022050,Textiles (t),15.499,6
Cavareno,4022051,Textiles (t),4.657,6
Cavedago,4022052,Textiles (t),3.501,6
Cavedine,4022053,Textiles (t),16.507,6
Cavizzana,4022054,Textiles (t),0.608,6
Cembra Lisignago,4022241,Textiles (t),12.591,6
Cimone,4022058,Textiles (t),3.894,6
Cinte Tesino,4022059,Textiles (t),0.154,6
Cis,4022060,Textiles (t),1.11,6
Civezzano,4022061,Textiles (t),15.408,6
Cles,4022062,Textiles (t),24.557,6
Comano Terme,4022228,Textiles (t),4.221,6
Commezzadura,4022064,Textiles (t),3.649,6
Conta\',4022242,Textiles (t),4.971,6
Croviana,4022068,Textiles (t),1.769,6
Dambel,4022071,Textiles (t),1.503,6
Denno,4022074,Textiles (t),4.179,6
Dimaro Folgarida,4022233,Textiles (t),10.173,6
Drena,4022078,Textiles (t),0.491,6
Dro,4022079,Textiles (t),4.245,6
Fai della Paganella,4022081,Textiles (t),7.933,6
Fiave,4022083,Textiles (t),1.37,6
Fierozzo,4022085,Textiles (t),1.92,6
Folgaria,4022087,Textiles (t),11.53,6
Fornace,4022089,Textiles (t),5.059,6
Frassilongo,4022090,Textiles (t),1.545,6
Garniga Terme,4022091,Textiles (t),2.23,6
Giovo,4022092,Textiles (t),13.959,6
Giustino,4022093,Textiles (t),1.251,6
Grigno,4022095,Textiles (t),0.813,6
Imer,4022097,Textiles (t),4.317,6
Isera,4022098,Textiles (t),14.023,6
Lavarone,4022102,Textiles (t),2.93,6
Lavis,4022103,Textiles (t),49.328,6
Ledro,4022229,Textiles (t),5.874,6
Levico Terme,4022104,Textiles (t),37.298,6
Livo,4022106,Textiles (t),2.761,6
Lona-Lases,4022108,Textiles (t),4.739,6
Luserna,4022109,Textiles (t),1.46,6
Madruzzo,4022243,Textiles (t),15.941,6
Male,4022110,Textiles (t),6.085,6
Massimeno,4022112,Textiles (t),0.196,6
Mazzin,4022113,Textiles (t),1.76,6
Mezzana,4022114,Textiles (t),7.093,6
Mezzano,4022115,Textiles (t),6.069,6
Mezzocorona,4022116,Textiles (t),30.17,6
Mezzolombardo,4022117,Textiles (t),39.621,6
Moena,4022118,Textiles (t),9.92,6
Molveno,4022120,Textiles (t),12.252,6
Mori,4022123,Textiles (t),18.859,6
Nago-Torbole,4022124,Textiles (t),3.167,6
Nogaredo,4022127,Textiles (t),3.877,6
Nomi,4022128,Textiles (t),9.263,6
Novaledo,4022129,Textiles (t),0.431,6
Novella,4022253,Textiles (t),12.655,6
Ospedaletto,4022130,Textiles (t),0.307,6
Ossana,4022131,Textiles (t),2.904,6
Palu del Fersina,4022133,Textiles (t),0.696,6
Panchia ,4022134,Textiles (t),2.89,6
Peio,4022136,Textiles (t),7.121,6
Pellizzano,4022137,Textiles (t),2.547,6
Pelugo,4022138,Textiles (t),0.518,6
Pergine Valsugana,4022139,Textiles (t),83.18,6
Pieve Di Bono-Prezzo,4022234,Textiles (t),1.764,6
