Comune,Istat,Waste type,Quantity
Revo,4022152,Frazione organica (t),"130,644"
Riva del Garda,4022153,Frazione organica (t),"2.672,048"
Romallo,4022154,Frazione organica (t),"64,656"
Romeno,4022155,Frazione organica (t),"168,556"
Roncegno Terme,4022156,Frazione organica (t),"226,859"
Ronchi Valsugana,4022157,Frazione organica (t),"31,855"
Ronzo-Chienis,4022135,Frazione organica (t),"176,560"
Ronzone,4022159,Frazione organica (t),"83,202"
Rovere della Luna,4022160,Frazione organica (t),"199,451"
Rovereto,4022161,Frazione organica (t),"5.237,148"
Ruffre-Mendola,4022162,Frazione organica (t),"63,017"
Rumo,4022163,Frazione organica (t),"98,162"
Sagron Mis,4022164,Frazione organica (t),"25,807"
Samone,4022165,Frazione organica (t),"39,747"
San Lorenzo Dorsino,4022231,Frazione organica (t),"195,770"
San Michele all\'Adige,4022167,Frazione organica (t),"383,418"
Sant\'Orsola Terme,4022168,Frazione organica (t),"110,588"
Sanzeno,4022169,Frazione organica (t),"98,162"
Sarnonico,4022170,Frazione organica (t),"103,490"
Scurelle,4022171,Frazione organica (t),"104,533"
Segonzano,4022172,Frazione organica (t),"153,197"
Sella Giudicarie,4022246,Frazione organica (t),"335,324"
Sfruz,4022173,Frazione organica (t),"48,671"
Soraga,4022176,Frazione organica (t),"93,948"
Sover,4022177,Frazione organica (t),"109,372"
Spiazzo,4022179,Frazione organica (t),"178,670"
Spormaggiore,4022180,Frazione organica (t),"168,114"
Sporminore,4022181,Frazione organica (t),"73,878"
Stenico,4022182,Frazione organica (t),"150,070"
Storo,4022183,Frazione organica (t),"463,283"
Strembo,4022184,Frazione organica (t),"85,011"
Telve,4022188,Frazione organica (t),"148,728"
Telve di Sopra,4022189,Frazione organica (t),"42,187"
Tenna,4022190,Frazione organica (t),"135,582"
Tenno,4022191,Frazione organica (t),"199,702"
Terragnolo,4022193,Frazione organica (t),"44,875"
Terzolas,4022195,Frazione organica (t),"67,255"
Tesero,4022196,Frazione organica (t),"580,419"
Tione di Trento,4022199,Frazione organica (t),"362,941"
Ton,4022200,Frazione organica (t),"136,690"
Torcegno,4022202,Frazione organica (t),"52,302"
Trambileno,4022203,Frazione organica (t),"130,840"
Tre Ville,4022247,Frazione organica (t),"218,866"
Trento,4022205,Frazione organica (t),"16.600,420"
Valdaone,4022232,Frazione organica (t),"126,288"
Valfloriana,4022209,Frazione organica (t),"77,582"
Vallarsa,4022210,Frazione organica (t),"43,482"
Vallelaghi,4022248,Frazione organica (t),"640,259"
Varena,4022211,Frazione organica (t),"174,705"
Vermiglio,4022213,Frazione organica (t),"290,327"
Vignola-Falesina,4022216,Frazione organica (t),"28,993"
Vigo di Fassa,4022217,Frazione organica (t),"227,791"
Villa d\'Anaunia,4022249,Frazione organica (t),"507,513"
Villa Lagarina,4022222,Frazione organica (t),"383,386"
Volano,4022224,Frazione organica (t),"392,544"
Zambana,4022225,Frazione organica (t),"216,656"
Ziano di Fiemme,4022226,Frazione organica (t),"356,212"
Ala,4022001,Frazione organica (t),"930,919"
Albiano,4022002,Frazione organica (t),"178,400"
Aldeno,4022003,Frazione organica (t),"367,935"
Altavalle,4022235,Frazione organica (t),"214,105"
Altopiano Della Vigolana,4022236,Frazione organica (t),"479,077"
Amblar-Don,4022237,Frazione organica (t),"64,976"
Andalo,4022005,Frazione organica (t),"477,711"
Arco,4022006,Frazione organica (t),"2.381,855"
Avio,4022007,Frazione organica (t),"446,727"
Baselga di Pine,4022009,Frazione organica (t),"624,203"
Bedollo,4022011,Frazione organica (t),"180,311"
Besenello,4022013,Frazione organica (t),"268,458"
Bieno,4022015,Frazione organica (t),"40,234"
Bleggio Superiore,4022017,Frazione organica (t),"157,245"
Bocenago,4022018,Frazione organica (t),"45,003"
Bondone,4022021,Frazione organica (t),"63,886"
Borgo Chiese,4022238,Frazione organica (t),"178,599"
Borgo Lares,4022239,Frazione organica (t),"66,181"
Borgo Valsugana,4022022,Frazione organica (t),"678,358"
Brentonico,4022025,Frazione organica (t),"452,157"
Bresimo,4022026,Frazione organica (t),"26,419"
Brez,4022027,Frazione organica (t),"83,031"
Caderzone Terme,4022029,Frazione organica (t),"94,682"
Cagno,4022030,Frazione organica (t),"35,599"
Calceranica al Lago,4022032,Frazione organica (t),"244,493"
Caldes,4022033,Frazione organica (t),"62,063"
Caldonazzo,4022034,Frazione organica (t),"464,708"
Calliano,4022035,Frazione organica (t),"215,276"
Campitello di Fassa,4022036,Frazione organica (t),"227,783"
Campodenno,4022037,Frazione organica (t),"155,759"
Canal San Bovo,4022038,Frazione organica (t),"171,650"
Canazei,4022039,Frazione organica (t),"676,596"
Capriana,4022040,Frazione organica (t),"92,248"
Carano,4022041,Frazione organica (t),"289,708"
Carisolo,4022042,Frazione organica (t),"184,159"
Carzano,4022043,Frazione organica (t),"33,844"
Castel Condino,4022045,Frazione organica (t),"21,531"
Castel Ivano,4022240,Frazione organica (t),"113,379"
Castelfondo,4022046,Frazione organica (t),"70,076"
Castello Tesino,4022048,Frazione organica (t),"100,051"
Castello-Molina di Fiemme,4022047,Frazione organica (t),"387,688"
Castelnuovo,4022049,Frazione organica (t),"71,546"
Cavalese,4022050,Frazione organica (t),"824,638"
Cavareno,4022051,Frazione organica (t),"142,396"
Cavedago,4022052,Frazione organica (t),"80,002"
Cavedine,4022053,Frazione organica (t),"363,336"
Cavizzana,4022054,Frazione organica (t),"14,765"
Cembra Lisignago,4022241,Frazione organica (t),"295,922"
Cimone,4022058,Frazione organica (t),"86,900"
Cinte Tesino,4022059,Frazione organica (t),"27,377"
Cis,4022060,Frazione organica (t),"31,825"
Civezzano,4022061,Frazione organica (t),"408,725"
Cles,4022062,Frazione organica (t),"716,879"
Cloz,4022063,Frazione organica (t),"73,646"
Comano Terme,4022228,Frazione organica (t),"337,256"
Commezzadura,4022064,Frazione organica (t),"120,912"
Conta\',4022242,Frazione organica (t),"153,923"
Croviana,4022068,Frazione organica (t),"60,228"
Daiano,4022070,Frazione organica (t),"117,766"
Dambel,4022071,Frazione organica (t),"45,187"
Denno,4022074,Frazione organica (t),"132,502"
Dimaro Folgarida,4022233,Frazione organica (t),"572,033"
Drena,4022078,Frazione organica (t),"54,699"
Dro,4022079,Frazione organica (t),"515,601"
Faedo,4022080,Frazione organica (t),"81,817"
Fai della Paganella,4022081,Frazione organica (t),"184,573"
Fiave,4022083,Frazione organica (t),"104,477"
Fierozzo,4022085,Frazione organica (t),"47,850"
Folgaria,4022087,Frazione organica (t),"571,734"
Fondo,4022088,Frazione organica (t),"175,650"
Fornace,4022089,Frazione organica (t),"126,399"
Frassilongo,4022090,Frazione organica (t),"45,058"
Garniga Terme,4022091,Frazione organica (t),"52,286"
Giovo,4022092,Frazione organica (t),"310,446"
Giustino,4022093,Frazione organica (t),"103,418"
Grigno,4022095,Frazione organica (t),"41,731"
Imer,4022097,Frazione organica (t),"96,906"
Isera,4022098,Frazione organica (t),"320,682"
Lavarone,4022102,Frazione organica (t),"192,975"
Lavis,4022103,Frazione organica (t),"1.089,528"
Ledro,4022229,Frazione organica (t),"436,050"
Levico Terme,4022104,Frazione organica (t),"1.014,961"
Livo,4022106,Frazione organica (t),"86,804"
Lona-Lases,4022108,Frazione organica (t),"107,718"
Luserna,4022109,Frazione organica (t),"37,303"
Madruzzo,4022243,Frazione organica (t),"354,380"
Male,4022110,Frazione organica (t),"321,328"
Malosco,4022111,Frazione organica (t),"66,302"
Massimeno,4022112,Frazione organica (t),"12,266"
Mazzin,4022113,Frazione organica (t),"106,066"
Mezzana,4022114,Frazione organica (t),"420,104"
Mezzano,4022115,Frazione organica (t),"130,617"
Mezzocorona,4022116,Frazione organica (t),"672,208"
Mezzolombardo,4022117,Frazione organica (t),"860,896"
Moena,4022118,Frazione organica (t),"634,403"
Molveno,4022120,Frazione organica (t),"302,579"
Mori,4022123,Frazione organica (t),"1.018,656"
Nago-Torbole,4022124,Frazione organica (t),"730,050"
Nave San Rocco,4022126,Frazione organica (t),"168,597"
Nogaredo,4022127,Frazione organica (t),"206,320"
Nomi,4022128,Frazione organica (t),"148,636"
Novaledo,4022129,Frazione organica (t),"38,632"
Ospedaletto,4022130,Frazione organica (t),"13,795"
Ossana,4022131,Frazione organica (t),"116,310"
Palu del Fersina,4022133,Frazione organica (t),"18,243"
Panchia ,4022134,Frazione organica (t),"149,153"
Peio,4022136,Frazione organica (t),"244,288"
Pellizzano,4022137,Frazione organica (t),"85,241"
Pelugo,4022138,Frazione organica (t),"38,296"
Pergine Valsugana,4022139,Frazione organica (t),"4.673,207"
Pieve Di Bono-Prezzo,4022234,Frazione organica (t),"130,949"
Pieve Tesino,4022142,Frazione organica (t),"51,109"
Pinzolo,4022143,Frazione organica (t),"716,250"
Pomarolo,4022144,Frazione organica (t),"196,990"
Porte Di Rendena,4022244,Frazione organica (t),"167,305"
Pozza di Fassa,4022145,Frazione organica (t),"462,113"
Predaia,4022230,Frazione organica (t),"763,702"
Predazzo,4022147,Frazione organica (t),"869,262"
Primiero San Martino Di Castrozza,4022245,Frazione organica (t),"981,993"
Rabbi,4022150,Frazione organica (t),"154,354"
Revo,4022152,Frazione organica (t),"130,055"
Riva del Garda,4022153,Frazione organica (t),"2.964,718"
Romallo,4022154,Frazione organica (t),"64,364"
Romeno,4022155,Frazione organica (t),"167,796"
Roncegno Terme,4022156,Frazione organica (t),"171,100"
Ronchi Valsugana,4022157,Frazione organica (t),"20,382"
Ronzo-Chienis,4022135,Frazione organica (t),"150,012"
Ronzone,4022159,Frazione organica (t),"82,826"
Rovere della Luna,4022160,Frazione organica (t),"196,434"
Rovereto,4022161,Frazione organica (t),"5.171,848"
Ruffre-Mendola,4022162,Frazione organica (t),"62,732"
Rumo,4022163,Frazione organica (t),"97,719"
Sagron Mis,4022164,Frazione organica (t),"20,514"
Samone,4022165,Frazione organica (t),"28,727"
San Lorenzo Dorsino,4022231,Frazione organica (t),"175,775"
San Michele all\'Adige,4022167,Frazione organica (t),"377,618"
Sant\'Orsola Terme,4022168,Frazione organica (t),"104,583"
Sanzeno,4022169,Frazione organica (t),"97,719"
Sarnonico,4022170,Frazione organica (t),"103,023"
Scurelle,4022171,Frazione organica (t),"117,477"
Segonzano,4022172,Frazione organica (t),"192,319"
Sella Giudicarie,4022246,Frazione organica (t),"301,078"
Sfruz,4022173,Frazione organica (t),"48,451"
Soraga,4022176,Frazione organica (t),"105,318"
Sover,4022177,Frazione organica (t),"107,718"
Spiazzo,4022179,Frazione organica (t),"160,422"
Spormaggiore,4022180,Frazione organica (t),"165,571"
Sporminore,4022181,Frazione organica (t),"73,545"
Stenico,4022182,Frazione organica (t),"134,744"
Storo,4022183,Frazione organica (t),"415,966"
Strembo,4022184,Frazione organica (t),"76,328"
Telve,4022188,Frazione organica (t),"127,385"
Telve di Sopra,4022189,Frazione organica (t),"27,576"
Tenna,4022190,Frazione organica (t),"117,534"
Tenno,4022191,Frazione organica (t),"213,827"
Terragnolo,4022193,Frazione organica (t),"45,360"
Terzolas,4022195,Frazione organica (t),"89,066"
Tesero,4022196,Frazione organica (t),"547,211"
Tione di Trento,4022199,Frazione organica (t),"325,873"
Ton,4022200,Frazione organica (t),"136,072"
Torcegno,4022202,Frazione organica (t),"38,996"
Trambileno,4022203,Frazione organica (t),"103,093"
Tre Ville,4022247,Frazione organica (t),"196,512"
Trento,4022205,Frazione organica (t),"16.616,358"
Valdaone,4022232,Frazione organica (t),"113,389"
Valfloriana,4022209,Frazione organica (t),"73,143"
Vallarsa,4022210,Frazione organica (t),"47,502"
Vallelaghi,4022248,Frazione organica (t),"630,573"
Varena,4022211,Frazione organica (t),"164,710"
Vermiglio,4022213,Frazione organica (t),"334,328"
Vignola-Falesina,4022216,Frazione organica (t),"31,148"
Vigo di Fassa,4022217,Frazione organica (t),"227,833"
Villa d\'Anaunia,4022249,Frazione organica (t),"505,222"
Villa Lagarina,4022222,Frazione organica (t),"411,217"
Volano,4022224,Frazione organica (t),"407,385"
Zambana,4022225,Frazione organica (t),"213,378"
Ziano di Fiemme,4022226,Frazione organica (t),"335,833"
Ala,4022001,Frazione organica (t),"1.033,180"
Albiano,4022002,Frazione organica (t),"181,794"
Aldeno,4022003,Frazione organica (t),"388,595"
Altavalle,4022235,Frazione organica (t),"215,137"
Altopiano Della Vigolana,4022236,Frazione organica (t),"774,914"
Amblar-Don,4022237,Frazione organica (t),"67,073"
Andalo,4022005,Frazione organica (t),"512,528"
Arco,4022006,Frazione organica (t),"2.460,396"
Avio,4022007,Frazione organica (t),"457,753"
Baselga di Pine,4022009,Frazione organica (t),"1.155,396"
Bedollo,4022011,Frazione organica (t),"340,964"
Besenello,4022013,Frazione organica (t),"267,285"
Bieno,4022015,Frazione organica (t),"42,639"
Bleggio Superiore,4022017,Frazione organica (t),"157,873"
Bocenago,4022018,Frazione organica (t),"49,846"
Bondone,4022021,Frazione organica (t),"64,906"
Borgo Chiese,4022238,Frazione organica (t),"184,499"
Borgo Lares,4022239,Frazione organica (t),"65,893"
Borgo Valsugana,4022022,Frazione organica (t),"767,084"
Brentonico,4022025,Frazione organica (t),"458,756"
Bresimo,4022026,Frazione organica (t),"26,870"
Brez,4022027,Frazione organica (t),"82,442"
Caderzone Terme,4022029,Frazione organica (t),"92,697"
Cagno,4022030,Frazione organica (t),"34,503"
Calceranica al Lago,4022032,Frazione organica (t),"364,546"
Caldes,4022033,Frazione organica (t),"87,545"
Caldonazzo,4022034,Frazione organica (t),"778,446"
Calliano,4022035,Frazione organica (t),"228,411"
Campitello di Fassa,4022036,Frazione organica (t),"256,810"
Campodenno,4022037,Frazione organica (t),"151,958"
Canal San Bovo,4022038,Frazione organica (t),"181,139"
Canazei,4022039,Frazione organica (t),"764,450"
Capriana,4022040,Frazione organica (t),"106,953"
Carano,4022041,Frazione organica (t),"335,128"
Carisolo,4022042,Frazione organica (t),"189,340"
Carzano,4022043,Frazione organica (t),"36,524"
Castel Condino,4022045,Frazione organica (t),"21,785"
Castel Ivano,4022240,Frazione organica (t),"133,087"
Castelfondo,4022046,Frazione organica (t),"69,007"
Castello Tesino,4022048,Frazione organica (t),"106,262"
Castello-Molina di Fiemme,4022047,Frazione organica (t),"465,491"
Castelnuovo,4022049,Frazione organica (t),"81,072"
Cavalese,4022050,Frazione organica (t),"982,935"
Cavareno,4022051,Frazione organica (t),"143,102"
Cavedago,4022052,Frazione organica (t),"83,971"
Cavedine,4022053,Frazione organica (t),"371,310"
Cavizzana,4022054,Frazione organica (t),"12,788"
Cembra Lisignago,4022241,Frazione organica (t),"296,166"
Cimone,4022058,Frazione organica (t),"86,300"
Cinte Tesino,4022059,Frazione organica (t),"28,927"
Cis,4022060,Frazione organica (t),"32,366"
Civezzano,4022061,Frazione organica (t),"816,199"
Cles,4022062,Frazione organica (t),"721,621"
Cloz,4022063,Frazione organica (t),"69,821"
Comano Terme,4022228,Frazione organica (t),"343,538"
Commezzadura,4022064,Frazione organica (t),"257,537"
Conta\',4022242,Frazione organica (t),"152,263"
Croviana,4022068,Frazione organica (t),"70,858"
Daiano,4022070,Frazione organica (t),"142,229"
Dambel,4022071,Frazione organica (t),"44,783"
Denno,4022074,Frazione organica (t),"125,801"
Dimaro Folgarida,4022233,Frazione organica (t),"628,487"
Drena,4022078,Frazione organica (t),"75,265"
Dro,4022079,Frazione organica (t),"649,841"
Faedo,4022080,Frazione organica (t),"85,687"
Fai della Paganella,4022081,Frazione organica (t),"202,020"
Fiave,4022083,Frazione organica (t),"105,428"
Fierozzo,4022085,Frazione organica (t),"102,392"
Folgaria,4022087,Frazione organica (t),"580,276"
Fondo,4022088,Frazione organica (t),"182,288"
Fornace,4022089,Frazione organica (t),"234,068"
Frassilongo,4022090,Frazione organica (t),"89,466"
Garniga Terme,4022091,Frazione organica (t),"55,408"
Giovo,4022092,Frazione organica (t),"315,166"
Giustino,4022093,Frazione organica (t),"107,400"
Grigno,4022095,Frazione organica (t),"45,677"
Imer,4022097,Frazione organica (t),"139,175"
Isera,4022098,Frazione organica (t),"559,840"
Lavarone,4022102,Frazione organica (t),"209,751"
Lavis,4022103,Frazione organica (t),"1.119,202"
Ledro,4022229,Frazione organica (t),"943,894"
Levico Terme,4022104,Frazione organica (t),"1.871,625"
Livo,4022106,Frazione organica (t),"82,747"
Lona-Lases,4022108,Frazione organica (t),"106,527"
Luserna,4022109,Frazione organica (t),"43,236"
Madruzzo,4022243,Frazione organica (t),"363,955"
Male,4022110,Frazione organica (t),"305,795"
Malosco,4022111,Frazione organica (t),"66,971"
Massimeno,4022112,Frazione organica (t),"13,806"
Mazzin,4022113,Frazione organica (t),"114,892"
Mezzana,4022114,Frazione organica (t),"367,528"
Mezzano,4022115,Frazione organica (t),"194,092"
Mezzocorona,4022116,Frazione organica (t),"682,309"
Mezzolombardo,4022117,Frazione organica (t),"881,877"
Moena,4022118,Frazione organica (t),"714,128"
Molveno,4022120,Frazione organica (t),"319,825"
Mori,4022123,Frazione organica (t),"1.057,564"
Nago-Torbole,4022124,Frazione organica (t),"616,021"
Nave San Rocco,4022126,Frazione organica (t),"168,555"
Nogaredo,4022127,Frazione organica (t),"208,258"
Nomi,4022128,Frazione organica (t),"144,648"
Novaledo,4022129,Frazione organica (t),"67,131"
Ospedaletto,4022130,Frazione organica (t),"14,911"
Ossana,4022131,Frazione organica (t),"222,241"
Palu del Fersina,4022133,Frazione organica (t),"40,374"
Panchia ,4022134,Frazione organica (t),"177,986"
Peio,4022136,Frazione organica (t),"204,342"
Pellizzano,4022137,Frazione organica (t),"135,152"
Pelugo,4022138,Frazione organica (t),"37,115"
Pergine Valsugana,4022139,Frazione organica (t),"3.994,295"
Pieve Di Bono-Prezzo,4022234,Frazione organica (t),"132,233"
Pieve Tesino,4022142,Frazione organica (t),"53,757"
Pinzolo,4022143,Frazione organica (t),"761,752"
Pomarolo,4022144,Frazione organica (t),"192,049"
Porte Di Rendena,4022244,Frazione organica (t),"168,990"
Predaia,4022230,Frazione organica (t),"766,710"
Predazzo,4022147,Frazione organica (t),"1.033,926"
Primiero San Martino Di Castrozza,4022245,Frazione organica (t),"934,589"
Rabbi,4022150,Frazione organica (t),"138,292"
Revo,4022152,Frazione organica (t),"131,297"
Riva del Garda,4022153,Frazione organica (t),"2.739,690"
Romallo,4022154,Frazione organica (t),"64,224"
Romeno,4022155,Frazione organica (t),"168,141"
Roncegno Terme,4022156,Frazione organica (t),"190,852"
